2.392505227,-0.164467063,1.151068413,-0.476088203,-0.365718307,-0.294528671,-0.259999798,-0.321587314,-0.352290679,-0.299516078,-0.125434265,-0.327548596,-0.18445648,-0.194247576,0.81123898,1.573050619,-0.345700579,1.013627514,-0.166100567,0.779779634,-0.115147131,-0.299215056,-0.207114608,-0.321052083,-0.294989732,-0.225647465,-0.227042722,-0.176673023,-0.222752566,-0.171217861,-0.140877355,-0.187380726,1.138898532,-0.186678823,-0.244959432,-0.311499112,-0.063126079,-0.167851596,-0.184400133,-0.114948376,-0.179924036,-0.200966758,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,-0.154202426,0.36529749,-0.14614757,2.105590207,1.586207769,0.086423976,0.311104193,1
-0.342847616,-0.164467063,-0.139841363,-0.476088203,-0.365718307,-0.294528671,0.255743883,-0.321587314,-0.03590143,-0.299516078,-0.645578867,-0.327548596,-0.18445648,-0.194247576,-0.325858039,-0.323293369,0.042519323,-0.942584526,-0.166100567,-0.693637649,-0.115147131,-0.299215056,-0.207114608,-0.199196529,-0.050244748,-0.225647465,0.563569805,-0.176673023,-0.222752566,-0.171217861,-0.140877355,0.236657449,-0.140881133,0.193104016,-0.244959432,0.174239518,-0.063126079,-0.167851596,-0.184400133,-0.114948376,-0.179924036,-0.200966758,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,-0.154202426,0.036698523,-0.14614757,-0.380816664,-0.301667273,-0.100055198,-0.156251067,0
-0.342847616,-0.164467063,-0.556904522,-0.476088203,-0.365718307,-0.294528671,-0.259999798,-0.321587314,-0.352290679,-0.299516078,-0.645578867,-0.327548596,-0.18445648,-0.194247576,-0.325858039,-0.323293369,-0.345700579,-0.942584526,-0.166100567,-0.693637649,-0.115147131,-0.299215056,-0.207114608,-0.321052083,-0.294989732,-0.225647465,-0.227042722,-0.176673023,-0.222752566,-0.171217861,-0.140877355,-0.187380726,-0.140881133,-0.186678823,-0.244959432,-0.311499112,-0.063126079,-0.167851596,-0.184400133,-0.114948376,-0.179924036,-0.200966758,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,-0.154202426,-0.501337148,-0.14614757,0.169996416,-0.301667273,-0.100055198,-0.431744694,0
-0.342847616,-0.164467063,-0.556904522,-0.476088203,-0.365718307,-0.294528671,-0.259999798,-0.321587314,-0.352290679,-0.299516078,0.91485494,-0.327548596,-0.18445648,-0.194247576,-0.325858039,-0.323293369,-0.345700579,-0.942584526,-0.166100567,-0.693637649,-0.115147131,-0.299215056,-0.207114608,0.42748918,4.238619731,-0.225647465,-0.227042722,-0.176673023,-0.222752566,-0.171217861,-0.140877355,-0.187380726,-0.140881133,-0.186678823,-0.244959432,-0.311499112,-0.063126079,-0.167851596,-0.184400133,-0.114948376,-0.179924036,-0.200966758,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,-0.154202426,-0.501337148,-0.14614757,-0.380816664,-0.301667273,-0.100055198,-0.421905636,0
-0.342847616,-0.164467063,-0.556904522,-0.193605478,-0.365718307,-0.294528671,-0.259999798,-0.321587314,-0.352290679,0.68619633,0.273746477,0.307192878,-0.18445648,-0.194247576,-0.07463893,-0.323293369,0.005545999,-0.728359576,0.184762005,-0.693637649,-0.115147131,-0.299215056,-0.207114608,-0.100551556,-0.294989732,-0.225647465,0.471638116,-0.176673023,-0.222752566,-0.171217861,-0.140877355,-0.187380726,-0.140881133,-0.186678823,0.251993781,0.567456504,-0.063126079,0.258998544,-0.184400133,-0.114948376,0.395765128,-0.200966758,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,0.09550307,-0.100518628,-0.14614757,-0.349824624,-0.128971843,-0.100055198,0.196315182,0
-0.183815474,-0.164467063,-0.358303018,-0.238208013,-0.1799046,-0.294528671,-0.259999798,1.336889005,-0.352290679,-0.299516078,-0.452036689,-0.327548596,-0.18445648,-0.194247576,-0.325858039,-0.323293369,-0.253267269,-0.824197054,-0.166100567,-0.557367843,-0.115147131,-0.299215056,-0.207114608,0.050317226,0.509172358,-0.210720257,-0.227042722,-0.176673023,-0.222752566,-0.171217861,-0.140877355,0.337618919,-0.140881133,-0.186678823,0.173527484,1.423281708,-0.063126079,-0.167851596,-0.184400133,-0.114948376,-0.179924036,-0.200966758,-0.142761592,-0.243426657,-0.203403057,-0.069294574,-0.104131753,0.496545231,0.202803495,0.424583249,-0.380816664,-0.242793831,-0.100055198,1.295010004,0
-0.342847616,-0.164467063,2.00505488,-0.476088203,4.428275325,-0.294528671,-0.259999798,-0.321587314,-0.352290679,-0.299516078,-0.645578867,-0.327548596,-0.18445648,-0.194247576,3.098655074,-0.323293369,-0.345700579,-0.215347197,-0.166100567,0.405037666,1.115170164,7.377029953,-0.207114608,-0.321052083,-0.294989732,-0.225647465,-0.227042722,-0.176673023,-0.222752566,-0.171217861,-0.140877355,-0.187380726,-0.140881133,-0.186678823,-0.244959432,-0.311499112,-0.063126079,-0.167851596,-0.184400133,-0.114948376,-0.179924036,-0.200966758,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,-0.154202426,1.083882044,-0.14614757,1.165967893,-0.301667273,0.923249272,-0.259561177,1
-0.342847616,-0.164467063,-0.556904522,-0.476088203,-0.365718307,-0.294528671,-0.259999798,-0.321587314,-0.352290679,-0.299516078,-0.645578867,-0.327548596,-0.18445648,-0.194247576,-0.325858039,-0.323293369,-0.345700579,-0.942584526,-0.166100567,-0.693637649,-0.115147131,-0.299215056,-0.207114608,-0.321052083,-0.294989732,0.371440857,-0.227042722,3.73038467,-0.222752566,-0.171217861,-0.140877355,3.851078083,-0.140881133,-0.186678823,-0.244959432,-0.311499112,-0.063126079,-0.167851596,-0.184400133,-0.114948376,-0.179924036,-0.200966758,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,-0.154202426,0.715562323,-0.14614757,-0.380816664,-0.301667273,0.685488325,-0.367790816,0
0.547732379,0.04660064,0.555263901,-0.059797871,0.674838451,-0.294528671,3.178291403,0.645857205,0.913266316,1.153112734,0.031818755,-0.327548596,-0.18445648,-0.194247576,-0.325858039,2.763778238,0.689552492,0.01015275,3.47179031,1.93807299,-0.115147131,-0.299215056,-0.207114608,-0.321052083,-0.294989732,-0.225647465,-0.227042722,-0.176673023,-0.222752566,-0.171217861,-0.140877355,-0.187380726,-0.140881133,-0.186678823,-0.244959432,-0.311499112,-0.063126079,-0.167851596,0.595079261,-0.114948376,-0.179924036,-0.200966758,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,-0.154202426,0.524180507,-0.14614757,1.425174049,0.067272964,-0.100055198,0.091365229,1
-0.342847616,-0.164467063,-0.556904522,-0.476088203,-0.365718307,-0.294528671,-0.259999798,-0.321587314,0.672207841,-0.299516078,-0.645578867,-0.327548596,-0.18445648,-0.194247576,-0.325858039,-0.323293369,-0.345700579,-0.170247208,-0.166100567,-0.693637649,-0.115147131,-0.299215056,-0.207114608,-0.321052083,-0.294989732,-0.022637436,-0.227042722,-0.176673023,-0.222752566,-0.171217861,-0.140877355,-0.187380726,-0.140881133,-0.186678823,-0.244959432,1.261368831,-0.063126079,1.359822589,-0.184400133,-0.114948376,-0.179924036,2.966132799,-0.142761592,-0.289004752,-0.203403057,-0.069294574,-0.104131753,-0.154202426,-0.501337148,-0.14614757,-0.380816664,-0.301667273,-0.100055198,-0.359591601,0
